text,label
"@dre94__ good point. Damn, that's a really good point. Thanks for the insight (created at:2013-01-06 19:42:31)",non-cyberbullying
Damn. (created at:2013-01-06 19:45:57),non-cyberbullying
"Faith/religion & the church institutions are two different things. @dre94__ so yea, the church is corrupt! For it has nothing to do with religion/faith. That's just a cover. @richyy_g (created at:2013-01-06 19:56:19)",non-cyberbullying
"Faith is a weapon. It can be used as a shield and a sword. Those who only use it as a shield are blind and naive to the power of the sword. And those who only use it as a sword are blind to its power as a shield. However the argument about religion and its connection to war from the apologist faith based crowd...never made sense. Accept the faults of what you as living proof of a raped, enslaved colonized people should grow from. Not live in denial. That just promotes pious and self righteous mythology. This applies to all faiths. (created at:2013-01-06 20:05:13)",non-cyberbullying
Faith is a weapon. It can be used as a shield or as a sword. Those who only use it as a shield are naive and blind to its power as a sword. And those who only use it as a sword are blind and naive to its power as a shield. The debate has always exists about how to use it and how not to. But this much is certain... (created at:2013-01-06 20:15:40),non-cyberbullying
"The Catholic Church and its doctrines are on opposite spectrums of true biblical Christianity... The Catholic Church simply a replication on ancient Babylonian paganism that the Romans fused with Christianity because they couldn't stop the followers of Christ from spreading the truth... And yes they flipped the message and used it to benefits themselves through so called faith... That's one thing an intelligent guy like yourself should know and I always wondered why u didnt... ""I used to be a Christian and a political pawn, the bible is right and all your native culture is wrong"" @techimmortal (created at:2013-01-06 20:19:23)",non-cyberbullying
There is no debate about religions connection to war. If that paints your belief system in a negative light. Congratulations you have the rest of human history to fix that. But to live in denial prompts pious self righteous mythology. Not real facts. Accept that you yourself are an example of that religious conquest. The excuse (one of many) for colonization. Grow from that don't live in denial. This applies to all faiths... Conclusion: Your arms are too short to box with God. (created at:2013-01-06 20:20:13),non-cyberbullying
Thats why you dont trust anyone not even priests (created at:2013-01-06 20:45:12),non-cyberbullying
Only god. I. Will die for god (created at:2013-01-06 20:46:16),non-cyberbullying
"@techimmortal whats you take on ""the book of enoch"" im an open minded person and also an atheist. I was curious about the book. (created at:2013-01-06 20:46:44)",non-cyberbullying
@wero_1 Open minded atheist is a oxymoron (created at:2013-01-06 20:54:57),non-cyberbullying
The same could be said about a person of faith with uncompromising views that cannot be proven. Be respectful of each other here. (created at:2013-01-06 21:00:19),non-cyberbullying
"@killacalibigi only God doesn't want you to die. God is not a ""jealous God"" in some literal anthropomorphic sense. God is not a jealous 14 year old. And no human on this earth living now speaks for God wholly. Nor are they even remotely close to understanding what God is as a whole. Remember that. (created at:2013-01-06 21:03:47)",non-cyberbullying
Truth! (created at:2013-01-06 21:23:28),non-cyberbullying
@techimmortal always tellin the truth.!!! I been listening since 2006... I even got to meet u n take pics an the concert over here in LA at watts i think... #truth al 100% cabrones..!!!! (created at:2013-01-06 22:02:09),non-cyberbullying
@legittown you know what brother... All it took was for someone to tell me that... I thank you. Then let me bee free of religion and just be open minded. (created at:2013-01-06 22:05:09),non-cyberbullying
"@wero_1 My apologies man, wasn't trying to instigate on instagram, just being a smart ass (created at:2013-01-06 22:37:41)",non-cyberbullying
Glad to see everyone getting along (created at:2013-01-06 23:50:16),non-cyberbullying
"This is awesome and so are you, that is all. (created at:2013-01-07 00:14:46)",non-cyberbullying
"the argument that ""religion causes wars"", is the same argument that ""family causes murder"". i know plenty of families that have spilled blood because other families ""disrespected"" theirs... should we abolish the concept of families? it is the same concept involving a pure concept being tainted by the moron defending it. next we will see pok®?mon cards banned because school children fight over them. guns don't kill people, people kill people. @techimmortal cant wait to see you in australia again, got caught by the police driving with no license because i HAD to get to your concert, and will gladly do it again next time your in Sydney (created at:2013-01-07 00:23:22)",non-cyberbullying
"@makemeamartyr I'm sorry brother every piece of human history is at odds with that analysis. Instead of trying to protect your faith which it doesn't if it is Islam, Christianity etc... Their rise is due to slavery and colonization. The Caliphate was not a utopia brother. It was an empire. A super religious state is being confused with individual spirituality. We can repair the rift but The analogy between families and religion is incorrect. Except for one thing. You are usually born into both whether you like it or not. Leave brother. (created at:2013-01-07 00:37:47)",non-cyberbullying
Peace* brother. Fuckin auto correct (created at:2013-01-07 00:38:09),non-cyberbullying
"@techimmortal what is your take on the state of the new world order, I believe that it's already here n its only a matter of time till its full blown worldwide, I live in Australia and the cost of living here is ridiculous, which is why I say the nwo is here, been here and is fully in tact. I'm a Muslim and I fully agree with your comment on family/religion (created at:2013-01-07 00:58:29)",non-cyberbullying
"i see where you are coming from @techimmortal. i don't see how an empire with a face of a religion can use slavery as its foundations, but I don't like to let a corrupted empire ruin the the spiritual side of the religion for me. where are your religious views, if you don't mind making them public brother. (created at:2013-01-07 01:43:15)",non-cyberbullying
"Yes the Catholic Church used the name of Christ to start wars for multiple reasons... Mainly control power and wealth... That's like me robbing a bunch of banks while yelling in the name of Felipe Coronel this is a robbery.... Now when the cops arrest me who should they condemn?? Me or you... Christ didnt come to start a religion he called religious people whores.. Christianity is not a religion it is a relationship... Nobody is denying that religion has started many wars, but if you think Roman Catholicism is Christianity then you need to gets to studying... The bible calls out the Catholic Church from the beginning in revelation 17... Now I respect the hell out of you but I can't really understand how a smart guy like you has failed to realize that... I understand what you are saying but I don't think you understand what I am saying... I and about facts, not sure if you are familiar with the bible but it seems like science is always catching up to statement that the bible has made and not the other way around... How about the 2000 or so prophecies that have been fulfilled to the letter?? @techimmortal (created at:2013-01-07 05:12:51)",non-cyberbullying
"Yes the Catholic Church used the name of Christ to start wars for multiple reasons... Mainly control power and wealth... That's like me robbing a bunch of banks while yelling in the name of Felipe Coronel this is a robbery.... Now when the cops arrest me who should they condemn?? Me or you... Christ didnt come to start a religion he called religious people whores.. Christianity is not a religion it is a relationship... Nobody is denying that religion has started many wars, but if you think Roman Catholicism is Christianity then you need to gets to studying... The bible calls out the Catholic Church from the beginning in revelation 17... Now I respect the hell out of you but I can't really understand how a smart guy like you has failed to realize that... I understand what you are saying but I don't think you understand what I am saying... I and about facts, not sure if you are familiar with the bible but it seems like science is always catching up to statement that the bible has made and not the other way around... How about the 2000 or so prophecies that have been fulfilled to the letter?? @techimmortal (created at:2013-01-07 05:12:52)",non-cyberbullying
"Religion and Science are not at odds my friend. Why would you think different. They both serve mankind in the same way to explain what he cannot, to give him a sense of control. The difference is that science doesn't need you to believe in it or have faith for it to be true. But this doesn't mean that God isn't real. For all that science or anyone has come up it has never been able to prove that God doesn't exist. Whether you believe in the bible complied on 325AD at the council of Nicea and then the governing principles of dealing with sects at the council of Ephesus. Or in any other book. Remember your religion is what you do, not just what you claim. It's purpose is to make you a better person. Under that premise if it makes you better it is a great and Godly thing. But if it just makes you more judgmental, presumptuous or you believe they will burn eternally for not thinking exactly like you do, then it has failed you as much as you have failed it. I think before you assume my position or what I know or what I wrote or believe... You should remember to a. Read more. b. realize that there are 3 fingers pointing back at you. God bless my young Padawan. (created at:2013-01-07 06:18:42)",non-cyberbullying
"Bad ppl used christ as a legit Reason to start wars. It doesnt mean that god was with them. As Long as evil and greed excists ppl will miss use the name of god . religion somehow reflect the socity, some ppl are bad, some isnt, its all about the person, not the religion itself @immortaltech (created at:2013-01-07 12:17:22)",non-cyberbullying
"I respect all of your opinions but the factor you are all missing is that it is not the bad apple idea (random people) who disgrace and misuse religion. If only it were so. It is the people who compose the foundation of the structure. And if you spent half the time you do trying to box the ocean and argue with me as you did confronting them... Then maybe you could change the world. I'm just the messenger. Don't like the message, no need to get emotional. Confront your own extremists and remember that if you are speaking about love you are not talking about God. Peace all. I'm getting a message board. (created at:2013-01-07 14:09:06)",non-cyberbullying
"The picture would have to include a group of saggy, pale-skinned bankers with their hands on a launch button. Never has so much subversion and deception existed in history than in the age of the money changers. From driving European nations to wars for the Rothschilds personal gain to the FED creating $16 trillion in debt and leaving the U.S. with two months to pay it in the situation currently facing us, banking is the veiled slavery at the top of all modern tools of control. From Qaddafi to Iran, before that Iraq and Iraq - Americans allow their consent to be won by rhetoric and lies as lives, societies and possibilities are destroyed across the Middle East and Africa. #qaddafi #goldendinar #wakeup (created at:2013-01-07 15:48:29)",non-cyberbullying
"@techimmortal he's creating an idea in your head, don't bash him cause you can't swallow the truth!!!!!! (created at:2013-01-08 01:39:16)",non-cyberbullying
"I love the picture, I want to put this on a t shirt (created at:2013-01-08 01:42:12)",non-cyberbullying
Yeah people love to forget that back In the day the Church was charging people money to forgive them for their sins and get accepted into heaven. Biggest racket in history (created at:2013-01-09 17:54:22),non-cyberbullying
Picture worth a thousand words .... (created at:2013-03-21 04:16:51),non-cyberbullying
I'm gonna repost this one as well .. (created at:2013-03-21 04:18:42),non-cyberbullying
